0.00000,39.68646
1.00000,36.66257
2.00000,42.54363
3.00000,51.63664
4.00000,40.51240
5.00000,18.63062
6.00000,51.57781
7.00000,23.54109
8.00000,17.06229
9.00000,41.68478
10.00000,31.67781
11.00000,12.14853
12.00000,49.45402
13.00000,43.59645
14.00000,56.33627
15.00000,40.36385
16.00000,36.01610
17.00000,22.25078
18.00000,51.71488
19.00000,47.07625
20.00000,45.64205
21.00000,28.48227
22.00000,42.63999
23.00000,36.13755
24.00000,41.71805
25.00000,51.53309
26.00000,33.93546
27.00000,45.23523
28.00000,31.74882
29.00000,38.64020
30.00000,44.71155
31.00000,31.98676
32.00000,33.93517
33.00000,49.23445
34.00000,44.74976
35.00000,17.03415
36.00000,21.45324
37.00000,38.58601
38.00000,25.96877
39.00000,41.17111
40.00000,33.65302
41.00000,40.49087
42.00000,18.89106
43.00000,29.23649
44.00000,40.29568
45.00000,24.41064
46.00000,46.23021
47.00000,47.47613
48.00000,40.98393
49.00000,59.20217
50.00000,33.84249
51.00000,52.82372
52.00000,46.83646
53.00000,36.05327
54.00000,32.86424
55.00000,44.15525
56.00000,47.77627
57.00000,57.15610
58.00000,38.02788
59.00000,37.29346
60.00000,28.85633
61.00000,53.36175
62.00000,35.79726
63.00000,29.76092
64.00000,47.86832
65.00000,38.23049
66.00000,44.79365
67.00000,54.90583
68.00000,62.50656
69.00000,41.56384
70.00000,39.88518
71.00000,49.14961
72.00000,45.98350
73.00000,30.38399
74.00000,40.26851
75.00000,26.07451
76.00000,35.89123
77.00000,35.03531
78.00000,32.78607
79.00000,49.94411
80.00000,34.29045
81.00000,23.15710
82.00000,32.66569
83.00000,25.25724
84.00000,52.42606
85.00000,42.17719
86.00000,43.41384
87.00000,49.37123
88.00000,29.12413
89.00000,42.21945
90.00000,28.53711
91.00000,34.62064
92.00000,43.25352
93.00000,37.71490
94.00000,37.76227
95.00000,51.85042
96.00000,40.27099
97.00000,41.34862
98.00000,35.65473
99.00000,58.44414
100.00000,60.85250
101.00000,33.41121
102.00000,20.79383
103.00000,37.35057
104.00000,52.37450
105.00000,36.65781
106.00000,29.80924
107.00000,40.46026
108.00000,43.60559
109.00000,45.38340
110.00000,37.93456
111.00000,50.02461
112.00000,46.38548
113.00000,34.89286
114.00000,61.03035
115.00000,36.81937
116.00000,34.65336
117.00000,54.83356
118.00000,29.42170
119.00000,61.21307
120.00000,40.88798
121.00000,53.08092
122.00000,45.83755
123.00000,35.09530
124.00000,48.46851
125.00000,37.96081
126.00000,40.74438
127.00000,29.84081
128.00000,47.72400
129.00000,17.62688
130.00000,48.00914
131.00000,32.61429
132.00000,43.80699
133.00000,33.37316
134.00000,53.63834
135.00000,33.31439
136.00000,40.91383
137.00000,25.91134
138.00000,40.50902
139.00000,48.28317
140.00000,30.36082
141.00000,43.12851
142.00000,31.49864
143.00000,41.66563
144.00000,50.66902
145.00000,52.95952
146.00000,39.73548
147.00000,60.25677
148.00000,47.16669
149.00000,46.90347
150.00000,27.77377
151.00000,42.62540
152.00000,47.03232
153.00000,38.49877
154.00000,36.37889
155.00000,44.06650
156.00000,32.27563
157.00000,41.52112
158.00000,45.48730
159.00000,32.26153
160.00000,14.63743
161.00000,35.41452
162.00000,48.19812
163.00000,59.17633
164.00000,57.52649
165.00000,42.17795
166.00000,27.92584
167.00000,36.04683
168.00000,34.81510
169.00000,52.51503
170.00000,36.04808
171.00000,62.67011
172.00000,47.88080
173.00000,32.20458
174.00000,58.53628
175.00000,43.37494
176.00000,42.03654
177.00000,33.93760
178.00000,67.17884
179.00000,39.36436
180.00000,31.07008
181.00000,48.20842
182.00000,44.16406
183.00000,45.52246
184.00000,58.22887
185.00000,52.19160
186.00000,56.62566
187.00000,40.13736
188.00000,42.15517
189.00000,49.01954
190.00000,40.84446
191.00000,62.16313
192.00000,48.28701
193.00000,30.09330
194.00000,37.09284
195.00000,48.83243
196.00000,44.00891
197.00000,47.52778
198.00000,7.76117
199.00000,37.28988
200.00000,30.30066
201.00000,47.13978
202.00000,45.89786
203.00000,55.86531
204.00000,53.89290
205.00000,23.49533
206.00000,37.44301
207.00000,48.63403
208.00000,41.06412
209.00000,46.51501
210.00000,44.87687
211.00000,32.93064
212.00000,45.82737
213.00000,48.22579
214.00000,37.53978
215.00000,50.38899
216.00000,37.16162
217.00000,33.47949
218.00000,32.35890
219.00000,52.24830
220.00000,50.02800
221.00000,28.85812
222.00000,49.56123
223.00000,42.99747
224.00000,41.30713
225.00000,49.71629
226.00000,31.21792
227.00000,43.26528
228.00000,40.72033
229.00000,25.26253
230.00000,48.16242
231.00000,43.12872
232.00000,27.41993
233.00000,28.69461
234.00000,18.43570
235.00000,47.98323
236.00000,32.74254
237.00000,63.30148
238.00000,40.28889
239.00000,34.24944
240.00000,68.55150
241.00000,48.40522
242.00000,58.60327
243.00000,46.83972
244.00000,36.52941
245.00000,46.87017
246.00000,38.30647
247.00000,39.24651
248.00000,35.01391
249.00000,27.04098
250.00000,46.24617
251.00000,54.10459
252.00000,27.22454
253.00000,49.72921
254.00000,52.03022
255.00000,39.59295
256.00000,55.49303
257.00000,43.58608
258.00000,49.66391
259.00000,41.33379
260.00000,49.49377
261.00000,46.96258
262.00000,43.24512
263.00000,50.98281
264.00000,42.75840
265.00000,58.54394
266.00000,41.22044
267.00000,45.48013
268.00000,36.88371
269.00000,46.86409
270.00000,44.15118
271.00000,38.65863
272.00000,45.69851
273.00000,44.30534
274.00000,51.87555
275.00000,58.81659
276.00000,33.82040
277.00000,32.20045
278.00000,63.35007
279.00000,42.34559
280.00000,35.89241
281.00000,42.68430
282.00000,16.58431
283.00000,40.11543
284.00000,59.09593
285.00000,52.82531
286.00000,43.06535
287.00000,43.90742
288.00000,58.53684
289.00000,42.86270
290.00000,24.53650
291.00000,41.41399
292.00000,38.77736
293.00000,32.47082
294.00000,22.01858
295.00000,37.34572
296.00000,55.99676
297.00000,44.25394
298.00000,46.01926
299.00000,46.78255
300.00000,38.05963
301.00000,36.59397
302.00000,42.91936
303.00000,39.56139
304.00000,36.98155
305.00000,43.81927
306.00000,42.60223
307.00000,58.79261
308.00000,39.99946
309.00000,25.53179
310.00000,52.29756
311.00000,51.65587
312.00000,50.55664
313.00000,32.51618
314.00000,45.28083
315.00000,52.12135
316.00000,54.62435
317.00000,39.32661
318.00000,31.69203
319.00000,5.75518
320.00000,45.82928
321.00000,35.74933
322.00000,37.97198
323.00000,52.15861
324.00000,40.54000
325.00000,36.36996
326.00000,22.56272
327.00000,53.51218
328.00000,42.49382
329.00000,55.43798
330.00000,35.15206
331.00000,47.48541
332.00000,47.86169
333.00000,32.91404
334.00000,35.05699
335.00000,46.75890
336.00000,40.95935
337.00000,44.05471
338.00000,44.80310
339.00000,24.39283
340.00000,43.11067
341.00000,54.86791
342.00000,40.62319
343.00000,45.42779
344.00000,56.65041
345.00000,45.00509
346.00000,40.84062
347.00000,35.27806
348.00000,42.96432
349.00000,38.30235
350.00000,40.13977
351.00000,34.05100
352.00000,44.65232
353.00000,47.25866
354.00000,48.38256
355.00000,44.79424
356.00000,37.96218
357.00000,46.07679
358.00000,29.26751
359.00000,53.02947
360.00000,21.96973
361.00000,53.67564
362.00000,49.49026
363.00000,42.01318
364.00000,31.37494
365.00000,60.17893
366.00000,57.92212
367.00000,42.48801
368.00000,53.95439
369.00000,37.68145
370.00000,47.86976
371.00000,46.25702
372.00000,34.59232
373.00000,54.40893
374.00000,53.76701
375.00000,38.88382
376.00000,44.90552
377.00000,42.19219
378.00000,44.36033
379.00000,51.48050
380.00000,38.16300
381.00000,18.99073
382.00000,52.81262
383.00000,47.53650
384.00000,44.61284
385.00000,50.07407
386.00000,22.22871
387.00000,27.58974
388.00000,38.21763
389.00000,24.67215
390.00000,51.54438
391.00000,36.51473
392.00000,35.39742
393.00000,15.02632
394.00000,47.42530
395.00000,44.70937
396.00000,25.92979
397.00000,34.06713
398.00000,41.76530
399.00000,49.38294
400.00000,31.76304
401.00000,43.71168
402.00000,41.20609
403.00000,53.36709
404.00000,54.22040
405.00000,29.36174
406.00000,44.13922
407.00000,51.09693
408.00000,41.49766
409.00000,39.36575
410.00000,33.69343
411.00000,31.61628
412.00000,52.71865
413.00000,39.29634
414.00000,50.30027
415.00000,40.41745
416.00000,47.15888
417.00000,36.92172
418.00000,23.59832
419.00000,55.05454
420.00000,41.98660
421.00000,53.52807
422.00000,32.71291
423.00000,30.29807
424.00000,53.13478
425.00000,50.70400
426.00000,31.55802
427.00000,47.54345
428.00000,37.01467
429.00000,41.94802
430.00000,35.97899
431.00000,46.67289
432.00000,48.61208
433.00000,47.93933
434.00000,37.12010
435.00000,39.05158
436.00000,40.26183
437.00000,40.34868
438.00000,55.45756
439.00000,37.87763
440.00000,52.69294
441.00000,40.10243
442.00000,42.82572
443.00000,38.60536
444.00000,37.22482
445.00000,49.07182
446.00000,36.16736
447.00000,45.46987
448.00000,44.43984
449.00000,53.86543
450.00000,26.75927
451.00000,38.45478
452.00000,36.95395
453.00000,37.57807
454.00000,37.25187
455.00000,25.28866
456.00000,27.94010
457.00000,47.89103
458.00000,48.62245
459.00000,48.93211
460.00000,42.11808
461.00000,40.33014
462.00000,38.31682
463.00000,45.23764
464.00000,42.78449
465.00000,34.91813
466.00000,37.69968
467.00000,31.04394
468.00000,32.66933
469.00000,23.97362
470.00000,47.93805
471.00000,40.12868
472.00000,47.27661
473.00000,33.71561
474.00000,50.65589
475.00000,35.87250
476.00000,47.26269
477.00000,48.68213
478.00000,48.85722
479.00000,44.02064
480.00000,60.41984
481.00000,45.82140
482.00000,47.97250
483.00000,43.71096
484.00000,49.85935
485.00000,36.53102
486.00000,52.03896
487.00000,42.56713
488.00000,55.81324
489.00000,31.56069
490.00000,39.15950
491.00000,21.87579
492.00000,64.69965
493.00000,56.12422
494.00000,55.90883
495.00000,42.02071
496.00000,53.87398
497.00000,50.92941
498.00000,67.76698
499.00000,49.06031
500.00000,48.91072
501.00000,45.41927
502.00000,42.18988
503.00000,47.38352
504.00000,48.99722
505.00000,37.01433
506.00000,6.48869
507.00000,50.45979
508.00000,57.43711
509.00000,28.08861
510.00000,48.96910
511.00000,36.45713
512.00000,27.28471
513.00000,45.83127
514.00000,42.75329
515.00000,22.69883
516.00000,33.28658
517.00000,25.08120
518.00000,31.57678
519.00000,25.12567
520.00000,51.43447
521.00000,42.12235
522.00000,44.57715
523.00000,40.73301
524.00000,27.46889
525.00000,60.74461
526.00000,40.15307
527.00000,47.70737
528.00000,62.82610
529.00000,39.48259
530.00000,60.92977
531.00000,36.05619
532.00000,49.78628
533.00000,37.94480
534.00000,41.20637
535.00000,34.55787
536.00000,31.34101
537.00000,51.45424
538.00000,28.57952
539.00000,58.85325
540.00000,46.17672
541.00000,35.86318
542.00000,53.80227
543.00000,39.64789
544.00000,50.01180
545.00000,41.52484
546.00000,29.33596
547.00000,41.45346
548.00000,47.22243
549.00000,61.46993
550.00000,34.74429
551.00000,54.52073
